0,1,2,3,4,5,6,7,8,9,10
"[-1.8773369788574752, 1.916942970196784]","[-0.4811728062616252, 1.5838176430610162]","[-0.7473863338490666, 0.35640696627021584]","[-0.1746514237516516, 2.447442024366522]","[-0.3271820384343012, 1.5613469302852292]","[-0.6732149121327158, 0.3383169104977656]","[-1.891391774852884, 6.0]","[-0.7237359281901472, 1.1152110503346657]","[-1.8770450581862477, 8.0]","[-1.8708523255393112, 9.0]","[-0.8796594541301229, 1.4424871681365605]"
"[-1.0363030703177485, 1.0474161333181362]","[-0.9715634114145948, 0.19963374507677145]","[-1.3406058804547147, 1.6815231008971423]","[-0.3716440494245161, 2.5005931145758535]","[-1.0406330243446775, 1.6835999526695002]","[-1.6438125187368116, -0.41651880835349697]","[-1.524303031023898, 1.1910158358799543]","[0.7423924268637926, 2.170181805328853]","[-1.0921896879002753, 2.5876293763458147]","[-0.8474880238742796, 2.5277205029232217]","[0.2411895222020821, 2.1752448642698115]"
"[-1.0181296165029867, 0.6881365608470789]","[-0.6292525881188866, 0.7515018775764817]","[-1.903740493650988, 2.0]","[-0.022140440711287, 1.4371238885187794]","[-1.2756502667028689, 0.27605699696744057]","[-0.6036436441603474, 2.095091743222095]","[-1.3396905522852092, -0.32925974438549366]","[-0.7316099857728433, 0.7350269879423748]","[-1.0246086524084614, 0.4016873876752096]","[-1.8708523255393112, 9.0]","[-1.5581160178842133, 0.15940490367749216]"
"[0.9926692098558836, 2.6433740647301764]","[0.176782559112828, 2.4792553041112595]","[-1.903740493650988, 2.0]","[-0.8633435193880137, 0.36085010042804266]","[-0.6951344062398688, 1.9022558261066946]","[-0.3514211082807101, 2.291140568089466]","[-1.1047154728810968, 1.0796810253292466]","[-1.1693954676750422, -0.11589421314609138]","[0.7212844116553432, 2.497671542209482]","[-0.7823304241528533, 1.6318397719029534]","[-0.2843132520037448, 2.1319371786732515]"
"[-0.6237471353201162, 2.1522379976889923]","[-0.9441710017679136, 1.7427068242328605]","[-1.04021827211596, 2.580173331760309]","[0.0851507205212648, 1.5538845724646095]","[-1.86079087885116, 0.6053793598005988]","[-1.2868834342437134, -0.2858972278780574]","[-0.7079432416294217, 2.7386370794506476]","[-1.1915477306586268, 2.160588518669151]","[-1.8770450581862477, 8.0]","[-1.3454312214588413, -0.3030495632637651]","[-0.0033304408890413, 1.595125629317347]"
"[-1.0623898091740818, 2.4512531629627836]","[-1.0510047078004296, 1.6356150198159427]","[-0.6344912121692337, 0.5472927076706318]","[-1.883187343131268, 3.0]","[-0.4839684376868623, 2.1100421579034516]","[-1.5602062211340282, 0.4808167660387437]","[-1.891391774852884, 6.0]","[0.7073028326283457, 2.230919869788464]","[-1.4295838438373094, 2.2270338703984702]","[-1.8708523255393112, 9.0]","[1.170245666390802, 2.7416908987954898]"
"[0.9483595728794104, 1.9717100838533987]","[-0.6741525078236088, 1.7673341066687471]","[-1.616562899027528, 0.5440629641018758]","[-0.0549957819051801, 1.3138980762709616]","[-1.0489124043910345, 1.1933976699933118]","[-0.6843257301906908, 1.7363267394104143]","[-0.093297533734436, 1.6595643616088744]","[-1.6014314078811955, -0.5825098238393085]","[-0.328078427294231, 1.2127995543336]","[-1.165484215505078, 0.8153705128552591]","[-1.8593474360984392, 1.8430688166510207]"
"[0.2302084516553778, 1.588370834203323]","[-0.3514803600583123, 2.0998688454554464]","[-1.903740493650988, 2.0]","[-1.883187343131268, 3.0]","[-1.878924958092792, 4.0]","[-0.6343596033127592, 1.9774770047839243]","[-0.887917520889957, 1.5414898350253017]","[-1.6378987716720734, 1.5066604716479426]","[-1.380141440197176, 1.6765188759544614]","[-1.1787405927566716, 2.17685498949388]","[-1.4270078051703503, -0.2647281524324496]"
"[-1.8773369788574752, 1.916942970196784]","[-1.5380909031518926, 0.9803670926178183]","[-1.007427863477809, 1.0360856808971115]","[-0.8133085446528572, 2.102666216973617]","[0.1478662494138853, 1.507388882212618]","[0.1206142747348899, 1.8038855677965349]","[-1.426155430795354, -0.12277357555368917]","[0.0219812298307142, 1.2275080158266012]","[-1.34932825798142, 0.5483504007817204]","[-1.8708523255393112, 9.0]","[-0.0732214533848, 1.0758017379883655]"
"[-0.5133956450426534, 1.9001521992109505]","[-1.3811487663600035, 0.7178279408970774]","[-1.903740493650988, 2.0]","[-1.3915195823137223, 0.9448535876290282]","[-1.1600496867840062, 2.5940808103661093]","[0.2496308969244327, 2.570631416062451]","[-0.1647004074943776, 0.9682313381459677]","[-1.767733208305561, 0.27377156110350387]","[-1.8770450581862477, 8.0]","[-1.8708523255393112, 9.0]","[-0.7943610638013411, 0.23713816394677945]"
"[-1.6202084034487068, -0.41809581384917927]","[0.0740446567061098, 2.0351041755481365]","[-0.0188420459028538, 1.7446746297646598]","[-1.4181572369553324, 1.778449036450084]","[-1.2958673770306277, 2.42138921569761]","[-1.8983699700603205, 5.0]","[0.1750315235442944, 2.137097321889147]","[-1.3705244212023662, 0.3427208684270644]","[-1.1681601941840103, 1.8717769484470128]","[-1.0209056132260874, 0.7349674447579004]","[-1.54934629036636, 2.329071245504509]"
"[-1.8773369788574752, 1.916942970196784]","[-0.6133917515717278, 2.575922458338317]","[-0.883492566420658, 0.7285641088855097]","[-0.1435842865098224, 2.3400434918055337]","[-1.5404007609426458, 2.3873836975337537]","[-1.4909322947139143, -0.12601364010510197]","[-0.784294055610089, 1.8440547564476792]","[-0.3679883841165792, 2.0521616227434034]","[-0.986229064636744, 2.4029283411902185]","[-1.6381120389682975, 0.22725191355416574]","[-1.0750097745352487, 1.5027444874809093]"
"[-1.7050353900427833, 1.948800394602294]","[-1.1150422638304378, 1.8706151420709634]","[-1.40394060833094, 0.10765729603988372]","[-0.969567899515781, 0.9633247526112813]","[0.2732067111792604, 1.549567034457311]","[-1.8983699700603205, 5.0]","[-0.5217349814690373, 2.2920736681361404]","[-1.890105597825969, 7.0]","[-1.0574984226878732, 2.593847252951986]","[0.6143245912534434, 2.819823400596041]","[-0.7778658150524771, 0.27920719247592996]"
"[-1.403340140296845, 1.1579052599303812]","[-1.592918064273091, 0.7056346084994979]","[-1.409828099755357, 0.5433658018549089]","[-1.883187343131268, 3.0]","[0.4258225636471611, 1.4343664248405035]","[-1.106181777303353, 0.8317075522351057]","[-0.43154250357863, 1.254237554397013]","[-1.419912768263219, 1.5033518292057755]","[-1.0758022985085125, 2.0966322979010483]","[-0.4896213796667499, 2.4795826862377197]","[-0.609556350382352, 0.7543051635903725]"
"[-0.9571357047884254, 0.6182498545593709]","[-1.0403304378535736, 1.8289035726373415]","[0.0806778869548626, 1.5355485552024826]","[-1.439469204615936, 1.7829561201977153]","[0.1895613610284743, 1.6625483931163316]","[-1.8983699700603205, 5.0]","[-1.891391774852884, 6.0]","[-0.9703396019013536, 2.5049524850753118]","[-1.8770450581862477, 8.0]","[-1.579226397102378, 0.16233914751585243]","[-1.047085711546544, 2.23965923674042]"
"[-1.8773369788574752, 1.916942970196784]","[-1.8959374607576165, 1.860923845132794]","[0.1269130000364477, 1.311816942771646]","[-1.494341957993388, 2.0544673833559415]","[-0.670380928692633, 2.2408225717510692]","[0.2615416579905564, 1.9352619958125794]","[-1.891391774852884, 6.0]","[-0.5716136329220499, 2.2548922638584363]","[-1.3472606195111465, 2.4036486210200554]","[-1.8708523255393112, 9.0]","[-1.4121429012085691, 1.005685469754026]"
"[-1.5372902884088755, 1.049498267639902]","[-1.8959374607576165, 1.860923845132794]","[-0.4352162790654542, 2.5908036845616866]","[-1.883187343131268, 3.0]","[-1.6515546585012737, 2.5812081659846395]","[-0.0765140540087143, 1.3629018194088587]","[0.121998421141172, 2.665721830031984]","[-0.0704352576066829, 1.6639240699536617]","[-1.8770450581862477, 8.0]","[-1.398018627555623, 2.1619805037877757]","[-1.3771864517220336, 0.3440330826712493]"
"[-0.7508525452421387, 2.073288091013647]","[-1.8959374607576165, 1.860923845132794]","[-1.2380952046533205, 2.346938765573701]","[-0.9370455805871316, 1.8971924151286763]","[-0.3347179903028415, 2.6898509154463746]","[0.4954046286214733, 2.104074438908097]","[-1.386369073294427, -0.26949562036886543]","[-1.890105597825969, 7.0]","[0.7582808157139002, 2.005906726037004]","[-1.5651765847890158, 1.8804526579265102]","[-0.2089564242421264, 2.5919277337796176]"
"[-1.8773369788574752, 1.916942970196784]","[-1.122778391625338, 0.9395850559307859]","[-1.903740493650988, 2.0]","[-1.2334161945856326, 0.29108469585557883]","[-0.3431424123370737, 1.2450502238169663]","[-1.8983699700603205, 5.0]","[-0.1656535529646897, 1.3344703204031507]","[-0.5119666853654716, 2.1015369370888743]","[-1.8770450581862477, 8.0]","[-0.920459205621604, 1.804592131069961]","[-1.1076638679254396, 0.15943519794260963]"
"[-1.7873484612832873, 2.7146706630897457]","[-0.6989004438893179, 1.680490693739615]","[-0.906191362944376, 1.8208286743126325]","[-1.3184779346001811, 0.920927060784803]","[-0.1341357280497068, 0.9955114943806187]","[-1.25091623696053, 2.197151463301118]","[-1.527814292258587, 2.6950691613280533]","[1.1324420823684955, 2.6536132066290743]","[-1.1043422417637456, 2.471472728216199]","[-1.068739379627604, 1.8649148032051222]","[-1.327258995553732, 1.2212018174114603]"
"[-1.8773369788574752, 1.916942970196784]","[0.4645480247754996, 2.318503412751441]","[0.2574056428482703, 1.996641277780846]","[0.3093002090733724, 2.002214208399609]","[-1.878924958092792, 4.0]","[0.4778217822410525, 2.281773085970693]","[-1.891391774852884, 6.0]","[0.3937726753218553, 2.333345538081333]","[-1.044248165531729, 1.2247239929712836]","[-0.9174659872960812, 1.5370458245458858]","[-0.1211576597426897, 2.415100694914176]"
"[1.234399527750026, 2.654155188501235]","[0.2949953578988467, 1.6776764160716422]","[1.009243305092166, 2.2071984694040614]","[0.2788642002833728, 2.427356649488561]","[0.2428905510329717, 1.358510777059254]","[-1.7963335050226883, 1.901308017536019]","[-1.1370231608432833, 1.01073843805732]","[-0.2038107509025886, 2.452125773509613]","[-0.78885998321555, 2.0688372745352757]","[-0.4339254145889521, 1.4066835135744133]","[-1.2380566135564477, 2.541950647087951]"
"[-1.8773369788574752, 1.916942970196784]","[-0.2587618531943872, 1.732237476842078]","[-1.903740493650988, 2.0]","[0.867910294135509, 2.6900713062767476]","[-1.878924958092792, 4.0]","[-1.8983699700603205, 5.0]","[-0.6108267344514029, 1.6497152898218428]","[-1.071738255970386, 0.23028601100088442]","[0.5219796650764136, 1.9556439816924627]","[-0.4900525706062277, 2.2107650094523112]","[-1.0773867942290192, 0.5793339962412217]"
"[-1.8773369788574752, 1.916942970196784]","[-1.4762945307103423, 1.9694784888300696]","[-1.903740493650988, 2.0]","[-0.0522228796700445, 1.1696648290493041]","[-1.878924958092792, 4.0]","[-0.886326275777726, 0.5500637391921008]","[-0.5839523017213878, 1.8690898855299865]","[0.8404028528073253, 2.1640252591941214]","[-1.6316676981666924, 0.7644299500439293]","[-0.7347352789058528, 1.632106533852939]","[-0.5280790148829847, 2.4806243720665346]"
"[1.5724703493909071, 2.5991630775873134]","[-0.717672275556128, 0.9700797694785147]","[-0.7908620857240736, 1.6669803568027124]","[-0.5733980777383677, 1.8668809553821128]","[-1.595147470303538, -0.2149945294988589]","[-0.8625986905322238, 1.889779364268986]","[0.3663250978582413, 2.0010232373637473]","[-1.1563543930122082, 1.2330840479880212]","[-1.3432634977953375, 1.4863172814928756]","[-0.6064786696122983, 1.261929112112169]","[-1.8886365873419335, 10.0]"
"[-1.5014067206785016, 1.6180262265021996]","[-1.629341944035911, -0.5252876960468142]","[0.6444863180908377, 2.1293091472321866]","[-1.883187343131268, 3.0]","[-1.878924958092792, 4.0]","[-1.0258105289745412, 1.637635308845022]","[-0.5267241377686356, 0.6760981166833164]","[-1.4732201311114448, 2.7310896463270993]","[-0.5566126267367049, 0.8065989239842886]","[-1.8708523255393112, 9.0]","[-0.5707533760031432, 1.600001578472889]"
"[-0.3110945759960001, 0.9792731631705635]","[-1.188936986032364, 2.672469514281974]","[-0.0635846296860182, 1.4315805272226223]","[-0.8470776859157403, 0.9096028548764342]","[0.4132080379697571, 1.8118107416231206]","[-1.1064509699035083, 2.586112965652591]","[-1.891391774852884, 6.0]","[-1.371322163168052, 1.2748877336736715]","[-1.3084348647167805, 0.4596380008695615]","[0.3630470058285689, 2.567440661830876]","[-1.758055287661077, 0.1845424216548377]"
"[0.2988243663307897, 1.5906498699509415]","[0.9806013191123925, 2.843737243010734]","[1.5896831912323683, 2.7604078031479946]","[-0.8151637263480751, 1.8301401978957383]","[-0.2553809900556985, 2.054797644830492]","[-0.6199008061513122, 1.9650999072731836]","[-0.2021643651423478, 1.0475371377151148]","[-0.320445163023662, 1.4220229906958108]","[-1.1368067599854847, -0.07097347718380087]","[-0.5327911735826817, 0.6176026261895018]","[-1.447453470421842, 1.9166648471740033]"
"[-1.8773369788574752, 1.916942970196784]","[-0.3099958729451103, 0.7091604970269385]","[-1.903740493650988, 2.0]","[0.2421621147167915, 2.4934959000486607]","[-1.878924958092792, 4.0]","[-0.366723863610755, 2.593800342096314]","[-1.891391774852884, 6.0]","[-1.1204047781935205, 2.369875133692071]","[-0.0683623480458293, 2.5791835769821603]","[-1.5553355351106115, 0.88760585214607]","[-1.2476127163953947, 1.8697069956139565]"
"[-0.882116863592244, 1.6476928167017406]","[-1.5902533611386227, -0.44653197145995005]","[1.3080653494008854, 2.4135285005563936]","[-0.3485647383777611, 1.5056722471599178]","[-0.3534459368145538, 1.5595750719023023]","[-1.62835465246762, 0.939686738474181]","[-1.5832427693452686, 1.061286343777067]","[-1.3530696421758264, 0.7311302700791165]","[1.0914657524948217, 2.5521798739832535]","[1.105474526454867, 2.6873613585293086]","[-1.1477263531214652, 1.9837907558618477]"
"[-1.8773369788574752, 1.916942970196784]","[-0.8870039400276547, 1.2207487459720183]","[-1.903740493650988, 2.0]","[-0.0931532499790435, 1.1325785819210843]","[-1.0603217739230029, 2.0176325096322136]","[-1.8983699700603205, 5.0]","[-0.6856369310313966, 1.3964530792529801]","[-1.890105597825969, 7.0]","[-1.2439552703633947, 0.19440896384553652]","[-1.0823330836069045, 0.5247143957182718]","[-1.6228346850096909, 0.20129755428088392]"
"[-1.8773369788574752, 1.916942970196784]","[-1.681064004387862, 0.7893445815085542]","[-0.0338788240603384, 2.1398800575291954]","[-1.5297851825791433, 2.2963465524231585]","[0.6854036499690841, 2.3457758739608066]","[-1.8983699700603205, 5.0]","[-1.5663912629011971, 0.5578595372615034]","[-0.712915002775892, 0.806185213698684]","[-1.8770450581862477, 8.0]","[-1.8708523255393112, 9.0]","[-1.4567043195508222, 2.2565182961210803]"
"[0.8496130298688737, 2.7234164533989116]","[-0.716126116131572, 1.3346136192639846]","[-0.3038222115839109, 1.1646980640102527]","[-1.7877866273644352, 0.41989418067812667]","[0.4985544235607652, 1.7977544821296507]","[-1.7956960510474516, 0.6154055071404458]","[-0.9510337239980065, 0.7055813325967786]","[0.6394039630499864, 2.1282358203912226]","[0.6545648116540432, 2.4205767663164024]","[-1.2351496333046736, 1.1612155992907531]","[-0.9503515214508256, 1.7038043702894767]"
"[-1.5504649285761063, 1.9919447948473192]","[-1.8959374607576165, 1.860923845132794]","[-1.903740493650988, 2.0]","[-1.2574378937221602, 0.7660459622315264]","[-0.6777616310230774, 2.2660146888509756]","[-1.500166413179124, 1.3874121773782395]","[-1.891391774852884, 6.0]","[0.4697419099893856, 2.039351194471046]","[-1.8770450581862477, 8.0]","[-1.803416902794176, 0.36269534241477475]","[0.308928593854307, 2.4636249498071248]"
"[-0.9862786503322182, 0.885560872206841]","[-0.9140578862504692, 1.5466299077391745]","[-1.3714033036463622, 1.211277666289503]","[-0.8139259205846678, 2.4856955503218394]","[0.2964968102857136, 2.442681850615973]","[-1.075518427243719, 0.8712161777187114]","[-1.891391774852884, 6.0]","[0.6833722860949628, 2.5531210793629695]","[-1.8770450581862477, 8.0]","[1.0855070238717288, 2.4129762015225595]","[-1.1393061747321966, 2.315021847016732]"
"[-1.6399170975772084, 1.5852377092504848]","[1.3821685581335763, 2.4392958929308333]","[-0.9603135392022404, 2.0818768965693373]","[-1.417865034762646, 1.3756358659408816]","[-0.5683303239147659, 1.4878897956751107]","[-1.8983699700603205, 5.0]","[-0.9201206394040496, 1.5426170250538114]","[-1.0890916141892273, 1.9473053703586036]","[-0.0291313776270446, 1.8519833529211538]","[-0.0789449731866081, 2.705614244087811]","[-0.3785165731449549, 2.760636719368419]"
"[-1.0120243425856164, 0.6965817350498299]","[-0.9865536482218678, 2.472093171881026]","[-0.2122674977126496, 2.4714609841368445]","[0.5817284933581759, 2.4535114972149628]","[-0.1600100243160415, 1.654425051281518]","[1.1157822831543116, 2.3751484206415405]","[-1.583136553838385, 0.7754757473722734]","[0.3588278456452925, 2.5685951840460595]","[0.2446038793112799, 1.4714584725078896]","[-1.1155491601454703, 2.8289960958091687]","[-1.543115654294468, 1.4410205302697248]"
"[-1.8773369788574752, 1.916942970196784]","[0.2578140799261669, 2.2851880520417076]","[-1.903740493650988, 2.0]","[-1.4010840246904626, -0.2211025314818642]","[-0.8413971317843871, 2.557295580048832]","[0.5451189275696067, 2.01006954308719]","[-0.0113942765452379, 2.5298574307045367]","[-1.890105597825969, 7.0]","[0.6149965350396617, 1.9532837108307952]","[1.1560802971203163, 2.785677498201058]","[-1.6997836850799537, -0.6627557353081677]"
"[1.5639004220839066, 2.7596906031328263]","[-1.1850030003176355, 0.5652710297757941]","[0.2916793880061515, 2.1714074590564296]","[0.1846955420936266, 1.3225351175158468]","[-1.3154236550769576, 0.41663423202920136]","[-1.407530746346792, 1.8626823394244703]","[-1.5625357577603023, 0.6691543285454677]","[0.9221385083173956, 2.437291552584076]","[-0.2133996454832687, 1.110530725968957]","[0.1644529414996354, 2.4729764887930834]","[-1.8886365873419335, 10.0]"
